Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Lookfy Gallery ID (product.metafields.custom.lookfy_gallery_id),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Bag/Case material (product.metafields.shopify.bag-case-material),Brush material (product.metafields.shopify.brush-material),Cleaning surfaces (product.metafields.shopify.cleaning-surfaces),Color (product.metafields.shopify.color-pattern),Cutter options (product.metafields.shopify.cutter-options),Dry/Wet cleaning (product.metafields.shopify.dry-wet-cleaning),Fabric (product.metafields.shopify.fabric),Food storage material (product.metafields.shopify.food-storage-material),Handwear material (product.metafields.shopify.handwear-material),Hardware material (product.metafields.shopify.hardware-material),Material (product.metafields.shopify.material),Shape (product.metafields.shopify.shape),Tableware material (product.metafields.shopify.tableware-material),Tool/Utensil material (product.metafields.shopify.tool-utensil-material),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
non-slip-textured-table-protector-sheet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0655/7417/4829/files/WhatsAppImage2025-12-01at5.46.16PM.jpg?v=1764598275,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-slip-textured-table-protector-sheet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0655/7417/4829/files/WhatsAppImage2025-12-01at5.47.51PM_1.jpg?v=1764598275,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leaf-shaped-serving-bowl-lightweight-durable-stylish-tableware-for-snacks-salads-sauces,Leaf Shaped Serving Bowl,"<p data-end=""603"" data-start=""302"">Lightweight, Durable &amp; Stylish Tableware for Snacks, Salads, Sauces<br>Bring natural elegance to your dining table with this <strong data-end=""384"" data-start=""356"">Leaf Shaped Serving Bowl</strong>, designed to add a fresh and modern touch to your kitchen. Made from durable, lightweight, and eco-friendly material, this bowl is perfect for serving <strong data-end=""602"" data-start=""536"">snacks, fruits, sauces, dips, dry items, and small side dishes</strong>.</p>
<p data-end=""768"" data-start=""605"">The smooth matte finish and realistic leaf pattern make it a beautiful addition to any home décor setting. Ideal for daily use, picnics, parties, and gift hampers.</p>
<h3 data-end=""790"" data-start=""770""><strong data-end=""790"" data-start=""774"">Key Features</strong></h3>
<ul data-end=""1100"" data-start=""791"">
<li data-end=""834"" data-start=""791"">
<p data-end=""834"" data-start=""793"">🌿 <strong data-end=""832"" data-start=""796"">Eco-friendly &amp; BPA-free material</strong></p>
</li>
<li data-end=""901"" data-start=""835"">
<p data-end=""901"" data-start=""837"">🍃 <strong data-end=""862"" data-start=""840"">Unique leaf design</strong> adds a stylish nature-inspired touch</p>
</li>
<li data-end=""961"" data-start=""902"">
<p data-end=""961"" data-start=""904"">🥗 Perfect for <strong data-end=""959"" data-start=""919"">snacks, sauces, dips, salads &amp; sides</strong></p>
</li>
<li data-end=""995"" data-start=""962"">
<p data-end=""995"" data-start=""964"">💧 Easy to clean and maintain</p>
</li>
<li data-end=""1057"" data-start=""996"">
<p data-end=""1057"" data-start=""998"">🏠 Suitable for kitchen, dining table, and serving guests</p>
</li>
<li data-end=""1100"" data-start=""1058"">
<p data-end=""1100"" data-start=""1060"">🎁 Great for gifting or home décor use</p>
</li>
</ul>
<h3 data-end=""1128"" data-start=""1102""><strong data-end=""1128"" data-start=""1106"">Why You’ll Love It</strong></h3>
<p data-end=""1284"" data-start=""1129"">This serving bowl is not only visually appealing but also practical, durable, and versatile — making it an essential addition to your tableware collection.<br><br></p>
<h3 data-end=""1128"" data-start=""1102""><strong data-end=""1128"" data-start=""1106"">Package Include: 2 * Serving Bowls</strong></h3>
<p data-end=""1284"" data-start=""1129""> </p>",TREVO,Home & Garden > Kitchen & Dining > Tableware > Serveware Accessories,Kitchen accessories,"kitchen organizer, New, TrevoPK",true,Title,Default Title,,,,,,,,TRV-SRV-LFB-01,0.0,shopify,5,deny,manual,129.00,249.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0655/7417/4829/files/WhatsAppImage2025-11-30at9.33.15PM.jpg?v=1764597854,1,"",false,,,6425,,,,,,,,,,,,,,,,pink; green; multicolor; white,,,,,,,,,ceramic,,,kg,,,active
leaf-shaped-serving-bowl-lightweight-durable-stylish-tableware-for-snacks-salads-sauces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0655/7417/4829/files/ChatGPTImageDec1_2025_06_30_53PM.png?v=1764597854,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leaf-shaped-serving-bowl-lightweight-durable-stylish-tableware-for-snacks-salads-sauces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0655/7417/4829/files/ChatGPTImageDec1_2025_06_49_52PM.png?v=1764597854,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leaf-shaped-serving-bowl-lightweight-durable-stylish-tableware-for-snacks-salads-sauces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0655/7417/4829/files/WhatsAppImage2025-11-30at9.32.56PM.jpg?v=1764597854,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leaf-shaped-serving-bowl-lightweight-durable-stylish-tableware-for-snacks-salads-sauces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0655/7417/4829/files/WhatsAppImage2025-12-01at9.41.21AM.jpg?v=1764597058,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stainless-steel-multi-slot-organizer-rack-plate-lid-cutting-board-holder,"Stainless Steel Multi-Slot Organizer Rack – Plate, Lid & Cutting Board Holder","<p class=""p""><span>Keep your kitchen clean and organized with this </span><b><span class=""15"">Stainless Steel Multi-Slot Organizer Rack</span></b><span>. Designed with multiple evenly spaced slots, it securely holds </span><b><span class=""15"">plates, pot lids, baking trays, cutting boards, and chopping boards</span></b><span> in an upright position.</span><span></span></p>
<p class=""p""><span>Its strong stainless steel structure ensures </span><b><span class=""15"">rust-free durability</span></b><span>, while the open-frame design allows for </span><b><span class=""15"">quick drying and easy cleaning</span></b><span>. Perfect for kitchen shelves, countertops, and inside cabinets.</span><span></span></p>
<p class=""p""><b><span class=""15"">Features:</span></b><span><br></span><span><span style=""font-family: Times New Roman;"">• Durable Stainless Steel Build</span></span><span><br></span><span><span style=""font-family: Times New Roman;"">• Multiple Slots for Organized Storage</span></span><span><br></span><span><span style=""font-family: Times New Roman;"">• Perfect for Plates, Lids, Trays &amp; Cutting Boards</span></span><span><br></span><span><span style=""font-family: Times New Roman;"">• Rust-Resistant &amp; Easy to Clean</span></span><span><br></span><span><span style=""font-family: Times New Roman;"">• Space-Saving Design for Cabinets &amp; Countertops</span></span><span></span></p>
<p class=""MsoNormal""><b><span class=""15"">Package Includes:</span></b><span><br></span><span><span style=""font-family: SimSun;"">• 1 × Stainless Steel Organizer Rack</span></span><span></span></p>",TREVO,Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Kitchen Organizers > Kitchen Utensil Holders & Racks,Kitchen utensil Holders and racks,"kitchen organizer, New, TrevoPK",true,Title,Default Title,,,,,,,,TRV-ORG-SSR-01,0.0,shopify,0,deny,manual,249.00,379.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0655/7417/4829/files/WhatsAppImage2025-11-30at4.37.36PM_1.jpg?v=1764506585,1,"",false,,,6487,,,,,,,,,,,,,,,,silver,,,,,,,,,,,,kg,,,active
stainless-steel-multi-slot-organizer-rack-plate-lid-cutting-board-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0655/7417/4829/files/WhatsAppImage2025-11-30at4.37.36PM.jpg?v=1772951491,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
usb-rechargeable-electric-lighter-flexible-neck-windproof-flameless,"USB Rechargeable Electric Lighter – Flexible Neck, Windproof & Flameless","<p class=""p""><span>Light your stove safely and comfortably with this </span><b><span class=""15"">USB Rechargeable Electric Lighter</span></b><span>. Designed with a </span><b><span class=""15"">flexible 360° bendable neck</span></b><span>, it lets you ignite gas burners without bringing your hands close to the flame. Perfect for gas stoves, candles, BBQ grills, and outdoor use.</span><span></span></p>
<p class=""p""><span>This lighter uses </span><b><span class=""15"">flameless plasma arc technology</span></b><span>, making it completely </span><b><span class=""15"">windproof</span></b><span>, eco-friendly, and safer than traditional gas lighters. Just plug it into any USB port to recharge — no gas refills needed.</span><span></span></p>
<p class=""p""><b><span class=""15"">Features:</span></b><span><br></span><span><span style=""font-family: Times New Roman;"">• USB Rechargeable – long-lasting battery</span></span><span><br></span><span><span style=""font-family: Times New Roman;"">• Windproof &amp; Flameless Technology</span></span><span><br></span><span><span style=""font-family: Times New Roman;"">• Flexible 360° Neck for easy reach</span></span><span><br></span><span><span style=""font-family: Times New Roman;"">• Safe, secure ignition</span></span><span><br></span><span><span style=""font-family: Times New Roman;"">• Ideal for stoves, candles, BBQ, grills, and camping</span></span><span></span></p>
<p class=""p""><b><span class=""15"">Package Includes:</span></b><span><br></span><span><span style=""font-family: Times New Roman;"">• 1 × USB Rechargeable Lighter</span></span><span><br></span><span><span style=""font-family: Times New Roman;"">• 1 × Charging Cable</span></span><span></span></p>
<p class=""MsoNormal""><span> </span></p>",TREVO,Hardware > Tools > Lighters & Matches > Metal Lighters,"","",true,Title,Default Title,,,,,,,,TRV-ELC-LGT-USB-01,0.0,shopify,14,deny,manual,499.00,749.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0655/7417/4829/files/20251130_1626_USBLighterCharging_remix_01kba85k7he9c8rsqsj979dmvc.png?v=1764506413,1,"",false,,,503774,,,,,,,,,,,,,,,,red,,,,,,metal; plastic,,,,,,kg,,,active
usb-rechargeable-electric-lighter-flexible-neck-windproof-flameless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0655/7417/4829/files/20251130_1626_USBLighterDemo_remix_01kba84gn1ep4rzbhc7eq7sjt5.png?v=1764506413,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
usb-rechargeable-electric-lighter-flexible-neck-windproof-flameless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0655/7417/4829/files/20251130_1623_ElectricLighterDisplay_remix_01kba80f9ef4ztz674smrn3w7k.png?v=1764506413,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
usb-rechargeable-electric-lighter-flexible-neck-windproof-flameless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0655/7417/4829/files/20251130_1623_ElectricLighterDisplay_remix_01kba80f9gf7w8pvbq6r0a7h1e.png?v=1764506413,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rechargeable-mini-heat-sealer-portable-bag-resealer-with-usb-charging,Rechargeable Mini Heat Sealer – Portable Bag Resealer with USB Charging,"<p class=""p""><span>Keep your snacks, spices, and dried foods fresh with this </span><b><span class=""15"">Rechargeable Mini Heat Sealer</span></b><span>. It instantly reseals plastic bags with a strong, airtight seal—perfect for sealing chips, dried fruits, spices, lentils, and freezer bags.</span><span></span></p>
<p class=""p""><span>The compact, handheld design makes it super easy to use: just press, slide, and seal. With </span><b><span class=""15"">USB rechargeable convenience</span></b><span>, you don’t need batteries—simply charge it and it’s ready whenever you need it.</span><span></span></p>
<p class=""p""><span>Ideal for kitchen storage, travel, home organization, and small business packaging.</span><span></span></p>
<p class=""p""><b><span class=""15"">Features:</span></b><span><br></span><span><span style=""font-family: Times New Roman;"">• Rechargeable Mini Heat Sealer (USB Charging)</span></span><span><br></span><span><span style=""font-family: Times New Roman;"">• Creates an airtight, leak-proof seal in seconds</span></span><span><br></span><span><span style=""font-family: Times New Roman;"">• Perfect for snacks, spices, dried foods &amp; leftovers</span></span><span><br></span><span><span style=""font-family: Times New Roman;"">• Portable, lightweight &amp; easy to store</span></span><span><br></span><span><span style=""font-family: Times New Roman;"">• Safe heating plate with superior sealing strength</span></span><span></span></p>
<p class=""p""><b><span class=""15"">Package Includes:</span></b><span><br></span><span><span style=""font-family: Times New Roman;"">• 1 × Rechargeable Mini Heat Sealer</span></span><span><br></span><span><span style=""font-family: Times New Roman;"">• 1 × USB Charging Cable</span></span><span></span></p>",TREVO,Office Supplies > Impulse Sealers > Handheld Impulse Sealers,Handheld Impulse sealer,"home essentials, kitchen organizer, New, Sealer, TrevoPK",true,Title,Default Title,,,,,,,,TRV-ELC-HSL-USB-01,0.0,shopify,13,deny,manual,499.00,879.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0655/7417/4829/files/WhatsAppImage2025-11-30at4.39.41PM.jpg?v=1764506031,1,"",false,,,5829,,,,,,,,,,,,,,,,,built-in-cutter,,,,,,,,,,,kg,,,active
rechargeable-mini-heat-sealer-portable-bag-resealer-with-usb-charging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0655/7417/4829/files/ChatGPT_Image_Nov_22_2025_02_58_25_PM.png?v=1764506075,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rechargeable-mini-heat-sealer-portable-bag-resealer-with-usb-charging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0655/7417/4829/files/ChatGPT_Image_Nov_21_2025_04_45_04_PM.png?v=1764506076,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rechargeable-mini-heat-sealer-portable-bag-resealer-with-usb-charging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0655/7417/4829/files/WhatsAppImage2025-11-30at4.39.41PM_1.jpg?v=1764506031,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rechargeable-mini-heat-sealer-portable-bag-resealer-with-usb-charging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0655/7417/4829/files/ChatGPT_Image_Nov_22_2025_02_09_31_PM.png?v=1764506074,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rechargeable-mini-heat-sealer-portable-bag-resealer-with-usb-charging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0655/7417/4829/files/ChatGPT_Image_Nov_22_2025_02_16_47_PM.png?v=1764506076,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish-washing-organizer-set-large-capacity-sink-caddy-with-pump-ring-holder,Dish Washing Organizer Set,"<p class=""p""><span>Large Capacity Sink Caddy with Pump Ring Holder</span></p>
<p class=""p""><span>Keep your sink area neat, clean, and fully organized with this </span><b><span class=""15"">Dish Washing Organizer Set</span></b><span>. Designed with </span><b><span class=""15"">three large-capacity compartments</span></b><span>, it easily holds dishwashing liquid, sponges, brushes, scrubbers, and other cleaning essentials.</span><span></span></p>
<p class=""p""><span>The center features a </span><b><span class=""15"">pump-style ring holder</span></b><span> with a transparent lid—perfect for storing liquid soap, making refilling easy and mess-free. The wide, deep compartments prevent items from slipping out and help maintain a tidy kitchen counter.</span><span></span></p>
<p class=""p""><span>Made from durable, easy-to-clean plastic, this sink caddy is ideal for everyday use in kitchens, bathrooms, and utility areas.</span><span></span></p>
<p class=""p""><b><span class=""15"">Features:</span></b><span><br></span><span><span style=""font-family: Times New Roman;"">• 3 Large Compartments for sponges, brushes &amp; cleaning tools</span></span><span><br></span><span><span style=""font-family: Times New Roman;"">• Pump Ring Holder with transparent lid for dishwashing liquid</span></span><span><br></span><span><span style=""font-family: Times New Roman;"">• Deep and wide container design for large storage volume</span></span><span><br></span><span><span style=""font-family: Times New Roman;"">• Keeps sink area neat, clean &amp; organized</span></span><span><br></span><span><span style=""font-family: Times New Roman;"">• Durable, waterproof &amp; easy to wash</span></span><span><br></span><span><span style=""font-family: Times New Roman;"">• Suitable for kitchen sink, bathroom sink &amp; utility counters</span></span><span></span></p>
<p class=""p""><b><span class=""15"">Package Includes:</span></b><span><br></span><span><span style=""font-family: Times New Roman;"">• 1 × Dish Washing Organizer Set (with pump ring holder)</span></span><span></span></p>",TREVO,Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Sink Caddies,Sink Caddies,"bathroom hooks, home essentials, kitchen organizer, New, TrevoPK",true,Title,Default Title,,,,,,,,TRV-ORG-DWO-01,0.0,shopify,13,deny,manual,599.00,1099.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0655/7417/4829/files/20251130_1714_DishwashingOrganizerSet_remix_01kbaax8fyeecsyn0za9ejm2kq.png?v=1764505853,1,"",false,,,6746,,,,,,,,,,,,,,,,white; beige,,,,,,,,,,,,kg,,,active
dish-washing-organizer-set-large-capacity-sink-caddy-with-pump-ring-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0655/7417/4829/files/20251130_1714_DishwashingOrganizerShowcase_remix_01kbaay3qafbdszhvzb8kxe557.png?v=1764505853,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish-washing-organizer-set-large-capacity-sink-caddy-with-pump-ring-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0655/7417/4829/files/WhatsAppImage2025-10-25at3.21.12PM_1.jpg?v=1762772824,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish-washing-organizer-set-large-capacity-sink-caddy-with-pump-ring-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0655/7417/4829/files/WhatsAppImage2025-10-25at3.20.19PM_1.jpg?v=1762772824,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish-washing-organizer-set-large-capacity-sink-caddy-with-pump-ring-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0655/7417/4829/files/WhatsAppImage2025-10-25at3.20.18PM.jpg?v=1762772824,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
